cpv_code;cpv_description;total_tenders
37450000-7;Sprzęt do sportów uprawianych na boiskach lub na kortach;18
37524100-8;Gry edukacyjne;18
38553000-6;Mierniki magnetyczne;18
39111000-3;Siedziska;18
39133000-3;Zestawy wystawowe;18
39155000-3;Meble biblioteczne;18
42120000-6;Pompy i sprężarki;18
42513100-6;Urządzenia mrożące;18
42620000-8;Tokarki, obrabiarki do wiercenia i frezowania;18
42921330-0;Maszyny do pakowania jednostkowego;18
42961000-0;System sterowania i kontroli;18
44143000-4;Palety;18
45213200-5;Roboty budowlane w zakresie magazynów i przemysłowych obiektów budowlanych;18
45232152-2;Roboty budowlane w zakresie przepompowni;18
45232300-5;Roboty budowlane i pomocnicze w zakresie linii telefonicznych i ciągów komunikacyjnych;18
45421153-1;Instalowanie zabudowanych mebli;18
45431000-7;Kładzenie płytek;18
48219100-7;Pakiety oprogramowania bramowego;18
48311100-2;System zarządzania dokumentacją;18
48514000-4;Pakiety oprogramowania zdalnego dostępu;18
48811000-6;System poczty elektronicznej;18
50313200-4;Usługi w zakresie konserwacji fotokopiarek;18
50340000-0;Usługi w zakresie napraw i konserwacji urządzeń audiowizualnych i optycznych;18
50531200-8;Usługi w zakresie konserwacji aparatury gazowej;18
66172000-6;Usługi przetwarzania transakcji finansowych i usługi izb rozrachunkowych;18
72212190-7;Usługi opracowywania oprogramowania edukacyjnego;18
75123000-4;Administrowanie osiedlami mieszkalnymi;18
90731400-4;Usługi monitoringu lub pomiarów zanieczyszczenia powietrza;18
92311000-4;Dzieła sztuki;18
92330000-3;Usługi świadczone przez ośrodki rekreacyjne;18
92521200-1;Usługi ochrony wystaw i eksponatów;18
03114200-5;Siano;17
09111220-8;Brykiety;17
14212320-9;Granit kruszony;17
15842100-3;Czekolada;17
15842300-5;Wyroby cukiernicze;17
18931100-5;Plecaki;17
24955000-3;Chemiczne preparaty toaletowe;17
30233180-6;Urządzenia z pamięcią flash;17
31110000-0;Silniki elektryczne;17
31200000-8;Aparatura do przesyłu i eksploatacji energii elektrycznej;17
31213100-3;Rozdzielnie;17
31711500-8;Części podzespołów elektronicznych;17
32421000-0;Okablowanie sieciowe;17
33111800-9;Diagnostyczny system rentgenowski;17
34115300-9;Używane pojazdy transportowe;17
34144520-9;Cysterny do gromadzenia ścieków;17
34151000-0;Symulatory jazdy;17
34223310-2;Przyczepy ogólnego zastosowania;17
34999400-0;Modele w skali;17
37411000-2;Sprzęt zimowy;17
38436000-0;Wstrząsarki i akcesoria;17
39293300-5;Sztuczna trawa;17
39518200-8;Prześcieradła używane na salach operacyjnych;17
39711130-9;Chłodziarki;17
42123000-7;Sprężarki;17
42510000-4;Wymienniki ciepła, urządzenia do konfekcjonowania powietrza i urządzenia chłodzące oraz maszyny filtrujące;17
42914000-6;Urządzenia do recyklingu;17
44620000-2;Grzejniki centralnego ogrzewania i kotły grzewcze, i ich części;17
45215215-7;Roboty budowlane w zakresie domów dziecka;17
45223220-4;Roboty zadaszeniowe;17
45232411-6;Roboty budowlane w zakresie rurociągów wody ściekowej;17
45233228-3;Roboty budowlane w zakresie krycia powierzchni;17
45233293-9;Instalowanie mebli ulicznych;17
45247120-7;Drogi wodne, z wyjątkiem kanałów;17
45261214-7;Kładzenie dachów bitumicznych;17
45421146-9;Instalowanie sufitów podwieszanych;17
48781000-6;Pakiety oprogramowania do zarządzania systemem;17
50240000-9;Usługi w zakresie napraw i konserwacji i inne usługi dotyczące sprzętu morskiego i innego;17
50883000-8;Usługi w zakresie napraw i konserwacji urządzeń zaprowiantowania;17
51314000-6;Usługi instalowania urządzeń wideo;17
63514000-5;Usługi świadczone przez przewodników turystycznych;17
63712310-9;Usługi w zakresie eksploatacji mostów;17
73210000-7;Usługi doradcze w zakresie badań;17
77111000-1;Wynajem maszyn rolniczych wraz z operatorem;17
77400000-4;Usługi zoologiczne;17
79131000-1;Usługi w zakresie dokumentów;17
79416000-3;Usługi public relations;17
79713000-5;Usługi strażnicze;17
79961300-1;Specjalistyczne usługi fotograficzne;17
79971100-2;Usługi introligatorskie;17
90680000-7;Usługi sprzątania plaż;17
90721000-7;Usługi związane z bezpieczeństwem środowiska;17
90742200-2;Usługi w zakresie ochrony przed hałasem;17
92110000-5;Produkcja filmów kinowych i wideo oraz podobne usługi;17
03120000-8;Produkty ogrodnicze i szkółkarskie;16
03221112-4;Marchew;16
15430000-1;Tłuszcze jadalne;16
15431000-8;Margaryna i podobne produkty;16
15511210-8;Mleko UHT;16
15530000-2;Masło;16
15615000-2;Otręby;16
15840000-8;"Kakao; czekolada i wyroby cukiernicze";16
22120000-7;Wydawnictwa;16
24965000-6;Enzymy;16
30216120-3;Urządzenia optyczne do identyfikacji;16
31524100-6;Oprawy oświetleniowe sufitowe;16
31731100-0;Moduły;16
32323000-3;Monitory wideo;16
32341000-5;Mikrofony;16
32351000-8;Akcesoria do sprzętu dźwiękowego i wideo;16
33111720-4;Urządzenia do angiografii;16
33115100-0;Skanery do tomografii komputerowej;16
33128000-3;Lasery medyczne inne niż stosowane w chirurgii;16
33132000-4;Implanty stomatologiczne;16
33141641-5;Sondy;16
34142200-6;Ładowarki przegubowe;16
34144410-5;Szambiarki;16
34144750-0;Pojazdy do transportu ładunków;16
34390000-7;Akcesoria do ciągników;16
35812200-1;Kombinezony bojowe;16
37481000-3;Maszyny do konserwacji lodu;16
38113000-0;Sonary;16
38296000-6;Przyrządy badawcze;16
38425000-0;Urządzenia mechaniki płynów;16
38800000-3;Urządzenia sterujące procesem przemysłowym i urządzenia do zdalnego sterowania;16
39141400-6;Kuchnie do zabudowy;16
39516100-3;Meble tapicerowane;16
39532000-0;Maty;16
39711110-3;Chłodziarkozamrażarki;16
42913000-9;Filtry wlotu oleju, paliwa i powietrza;16
44231000-8;Gotowe panele ogrodzeniowe;16
44400000-4;Różne produkty gotowe i elementy z nimi związane;16
44610000-9;Zbiorniki, rezerwuary, pojemniki i zbiorniki ciśnieniowe;16
44613000-0;Duże pojemniki;16
44613400-4;Pojemniki do przechowywania;16
44618300-8;Korki, zatyczki, pokrywy do pojemników i wieka;16
45213000-3;Roboty budowlane w zakresie budowy domów handlowych, magazynów i obiektów budowlanych przemysłowych, obiektów budowlanych związanych z transportem;16
45213140-6;Roboty budowlane w zakresie targowisk;16
45233128-2;Roboty budowlane w zakresie rond;16
45234100-7;Budowa kolei;16
45246200-5;Budowa wałów rzecznych;16
45312310-3;Ochrona odgromowa;16
45317200-4;Instalowanie transformatorów elektrycznych;16
50245000-4;Usługi w zakresie modernizacji statków;16
51700000-9;Usługi instalowania sprzętu przeciwpożarowego;16
55521100-9;Usługi rozwożenia posiłków;16
66512000-2;Usługi ubezpieczeń od następstw nieszczęśliwych wypadków i ubezpieczeń zdrowotnych;16
71351611-9;Usługi klimatologiczne;16
75122000-7;Usługi administracyjne w zakresie opieki zdrowotnej;16
79212500-8;Usługi kontroli rachunkowej;16
85131000-6;Usługi stomatologiczne;16
03140000-4;Produkty zwierzęce i podobne;15
09242000-7;Produkty pochodne węgla;15
14410000-8;Sól kamienna;15
15111100-0;Wołowina;15
15871200-6;Sosy, mieszanki przypraw i mieszanki przypraw korzennych;15
15872400-5;Sól;15
15900000-7;Napoje, tytoń i produkty podobne;15
30211300-4;Platformy komputerowe;15
30221000-4;Cyfrowe mapy katastralne;15
30234600-4;Pamięć flash;15
30237130-9;Karty komputerowe;15
31210000-1;Elektryczna aparatura do wyłączania lub ochrony obwodów elektrycznych;15
31521320-3;Latarki;15
31527000-6;Reflektory punktowe;15
31681000-3;Akcesoria elektryczne;15
33112000-8;Sprzęt obrazujący pogłosowy, ultradźwiękowy i dopplerowski;15
33112100-9;Ultrasonograf do badania serca;15
33670000-7;Środki lecznicze dla układu oddechowego;15
34134200-7;Wywrotnice;15
34139100-1;Podwozia z kabiną;15
34928310-4;Ogrodzenia ochronne;15
35800000-2;Sprzęt osobisty i pomocniczy;15
37420000-8;Sprzęt gimnastyczny;15
38110000-9;Przyrządy nawigacyjne;15
38290000-4;Przyrządy i urządzenia badawcze, hydrograficzne, oceanograficzne i hydrologiczne;15
38291000-1;Aparatura telemetryczna;15
38311000-8;Wagi elektroniczne i akcesoria;15
38341200-9;Dozymetry promieniowania;15
38433210-4;Spektrometry emisyjne;15
38530000-9;Aparatura dyfrakcyjna;15
39153000-9;Meble konferencyjne;15
39315000-3;Urządzenia restauracyjne;15
39350000-0;Urządzenia do obróbki ścieków;15
39520000-3;Gotowe wyroby włókiennicze;15
42100000-0;Maszyny do wytwarzania i wykorzystywania mocy mechanicznej;15
42215000-6;Maszyny do przemysłowego przygotowywania lub produkcji żywności lub napojów;15
42514300-5;Aparatura filtrująca;15
44221100-6;Okna;15
44512000-2;Różne narzędzia ręczne;15
44619000-2;Inne pojemniki;15
44912300-9;Bazalt;15
45212130-6;Roboty budowlane w zakresie parków rozrywki;15
45213240-7;Roboty budowlane w zakresie gospodarskich obiektów budowlanych;15
45215213-3;Roboty budowlane w zakresie domów opieki;15
45215222-9;Roboty budowlane w zakresie ośrodków społecznych;15
45216120-1;Roboty budowlane w zakresie budowy obiektów dla służb ratunkowych;15
45231220-3;Roboty budowlane w zakresie gazociągów;15
45232221-7;Podstacje transformatorowe;15
45236210-5;Wyrównywanie nawierzchni placów zabaw dla dzieci;15
45243300-5;Roboty budowlane w zakresie opaski brzegowej;15
45315700-5;Instalowanie stacji rozdzielczych;15
48920000-3;Pakiety oprogramowania do automatyzacji prac biurowych;15
50113000-0;Usługi w zakresie napraw i konserwacji autobusów;15
50117100-9;Usługi w zakresie zmiany przeznaczenia użytkowego pojazdów mechanicznych;15
50118000-5;Usługi w zakresie pomocy drogowej;15
51620000-4;Usługi instalowania urządzeń biurowych;15
63122000-0;Usługi magazynowania;15
65100000-4;Usługi przesyłu wody i podobne;15
72210000-0;Usługi programowania pakietów oprogramowania;15
72312100-6;Usługi przygotowywania danych;15
73120000-9;Usługi eksperymentalno-rozwojowe;15
79521000-2;Usługi fotokopiowania;15
85110000-3;Usługi szpitalne i podobne;15
90523100-0;Usługi usuwania broni oraz amunicji;15
90712000-1;Planowanie środowiska naturalnego;15
03211400-7;Jęczmień;14
03451000-6;Rośliny;14
15961000-2;Piwo;14
18444110-7;Hełmy;14
18444111-4;Hełmy ochronne;14
24311000-7;Pierwiastki chemiczne, kwasy i związki nieorganiczne;14
30124300-7;Bębny do maszyn biurowych;14
30199700-7;Zadrukowane wyroby papiernicze, z wyjątkiem formularzy;14
30236200-4;Urządzenia do przetwarzania danych;14
31158100-9;Ładowarki do baterii;14
31213000-2;Urządzenia przesyłowe;14
31510000-4;Żarówki elektryczne;14
31711422-7;Urządzenia mikrofalowe;14
31730000-2;Sprzęt elektrotechniczny;14
32321000-9;Telewizyjny sprzęt projekcyjny;14
32342000-2;Urządzenia głośnikowe;14
32344250-3;Instalacje radiowe;14
32350000-1;Części sprzętu dźwiękowego i wideo;14
32427000-2;System sieciowy;14
33141112-8;Plastry;14
33195110-7;Monitory do kontrolowania czynności oddechowej;14
33735000-1;Gogle;14
34515200-2;Tratwy niezatapialne;14
37412240-3;Przyrządy lub akcesoria do nurkowania;14
38544000-0;Aparatura do wykrywania narkotyków;14
39121200-8;Stoły;14
39141500-7;Szafy wyciągowe;14
39155100-4;Wyposażenie bibliotek;14
39713410-0;Maszyny do czyszczenia podłóg;14
39831210-1;Detergenty do zmywarek;14
39831250-3;Roztwory myjące;14
42214100-0;Piece kuchenne;14
42400000-0;Urządzenia podnośnikowe i przeładunkowe oraz ich części;14
42415320-7;Wyposażenie pojazdów ratowniczych;14
42418900-8;Maszyny do załadunku lub przeładunku;14
43325100-8;Urządzenia do konserwacji terenu;14
44112600-4;Izolacja dźwiękoszczelna;14
44192000-2;Inne różne materiały budowlane;14
44615000-4;Zbiorniki ciśnieniowe;14
45211300-2;Roboty budowlane w zakresie budowy domów;14
45213141-3;Roboty budowlane w zakresie targowisk zadaszonych;14
45221120-9;Roboty budowlane w zakresie wiaduktów;14
45232200-4;Roboty pomocnicze w zakresie linii energetycznych;14
45236110-4;Wyrównywanie nawierzchni boisk sportowych;14
45251200-3;Roboty budowlane w zakresie ciepłowni;14
45261320-3;Kładzenie rynien;14
45262311-4;Betonowanie konstrukcji;14
45262670-8;Obróbka metali;14
45432120-1;Instalowanie nawierzchni podłogowych;14
45452000-0;Zewnętrzne czyszczenie budynków;14
48329000-0;System obrazowania i archiwizowania;14
48731000-1;Pakiety oprogramowania zabezpieczajacego pliki;14
48952000-6;System nagłaśniający;14
50210000-0;Usługi w zakresie napraw i konserwacji statków powietrznych i innego sprzętu;14
50333000-8;Usługi w zakresie konserwacji radiowego sprzętu komunikacyjnego;14
50600000-1;Usługi w zakresie napraw i konserwacji materiałów dla bezpieczeństwa i obrony;14
60651000-6;Wynajem jednostek pływających wraz z załogą;14
71351220-1;Geologiczne usługi doradcze;14
72514100-2;Usługi zarządzania eksploatacją sprzętu komputerowego;14
77231100-9;Usługi zarządzania zasobami leśnymi;14
79221000-9;Usługi w zakresie doradztwa podatkowego;14
79342310-9;Usługi badania opinii klientów;14
79342320-2;Usługi w zakresie obsługi klientów;14
79410000-1;Usługi doradcze w zakresie działalności gospodarczej i zarządzania;14
79411000-8;Ogólne usługi doradcze w zakresie zarządzania;14
79412000-5;Usługi doradcze w zakresie zarządzania finansami;14
92220000-9;Usługi telewizyjne;14
92521220-7;Usługi ochrony eksponatów;14
98371120-1;Usługi kremacyjne;14
03121210-0;Kompozycje kwiatowe;13
03222200-5;Owoce cytrusowe;13
09343000-5;Materiały radioaktywne;13
14200000-3;Piasek i glina;13
14212330-2;Bazalt kruszony;13
14221000-6;Glinki;13
15119000-5;Mięsa różne;13
15331142-4;Kapusta przetworzona;13
15332200-6;Dżemy i marmolady, galaretki owocowe, przeciery z owoców i orzechów oraz pasty do smarowania;13
15612100-2;Mąka pszenna;13
15612500-6;Produkty piekarskie;13
15894000-1;Przetworzone produkty spożywcze;13
16100000-6;Maszyny używane w rolnictwie i leśnictwie do przygotowywania lub uprawy gleby;13
16311000-8;Kosiarki do trawników;13
18310000-5;Bielizna osobista;13
24956000-0;Peptony i substancje białkowe;13
30193700-5;Pudełko do przechowywania dokumentów;13
30233132-5;Napędy dyskowe;13
30237450-8;Tablety graficzne;13
32352000-5;Anteny i reflektory;13
32412110-8;Sieć internetowa;13
32522000-8;Sprzęt telekomunikacyjny;13
33124120-2;Diagnostyczne urządzenia ultradźwiękowe;13
33141400-4;Przecinaki i noże chirurgiczne, rękawice chirurgiczne;13
33157810-6;Urządzenia do terapii tlenowej;13
33617000-8;Dodatki mineralne;13
33651660-2;Sczepionki przeciw grypie;13
33693000-4;Pozostałe produkty terapeutyczne;13
33695000-8;Wszelkie pozostałe produkty inne niż terapeutyczne;13
34140000-0;Wysokowydajne pojazdy silnikowe;13
34211200-9;Nadwozia ambulansów;13
34312600-3;Gumowe przenośniki pasowe;13
34320000-6;Mechaniczne części zapasowe, z wyłączeniem silników i części silników;13
34500000-2;Statki i łodzie;13
34921200-1;Zamiatarki szosowe;13
34928460-0;Słupki drogowe;13
35812000-9;Mundury bojowe;13
38293000-5;Sprzęt do prowadzenia badań sejsmicznych;13
38434580-5;Analizatory testów immunologicznych;13
38548000-8;Przyrządy do pojazdów mechanicznych;13
39142000-9;Meble ogrodowe;13
39561130-2;Odznaki i etykiety z tworzyw włókienniczych;13
42123100-8;Sprężarki gazu;13
42630000-1;Obrabiarki do obróbki metali;13
42943000-8;Łaźnie termostatyczne i akcesoria;13
42996110-8;Maceratory do uzdatniania ścieków;13
42997200-3;Maszyny do czyszczenia wewnętrznej powierzchni rurociągów;13
43323000-3;Sprzęt do nawadniania;13
44211400-6;Kuchnia polowa;13
45112330-7;Rekultywacja terenu;13
45211200-1;Roboty budowlane w zakresie domów dla osób wymagających wsparcia;13
45212172-2;Roboty budowlane w zakresie ośrodków rekreacyjnych;13
45213250-0;Roboty budowlane w zakresie przemysłowych obiektów budowlanych;13
45213270-6;Roboty budowlane w zakresie stacji recyklingu;13
45222100-0;Roboty budowlane w zakresie zakładów uzdatniania odpadów;13
45232121-6;Roboty budowlane w zakresie rurociągów nawadniających;13
45232420-2;Roboty w zakresie ścieków;13
45262630-6;Wznoszenie pieców;13
45312300-0;Instalowanie anten;13
45314310-7;Układanie kabli;13
45421160-3;Instalowanie wyrobów metalowych;13
48220000-6;Pakiety oprogramowania dla internetu i intranetu;13
48223000-7;Pakiety oprogramowania do poczty elektronicznej;13
48328000-3;Pakiety oprogramowania do przetwarzania obrazów;13
51310000-8;Usługi instalowania urządzeń telewizyjnych, radiowych, dźwiękowych i wideo;13
64212100-6;Usługi przesyłania krótkich komunikatów tekstowych (SMS;13
64224000-2;Usługi telekonferencyjne;13
66515200-5;Usługi ubezpieczenia własności;13
71321200-6;Usługi projektowania systemów grzewczych;13
71327000-6;Usługi projektowania konstrukcji nośnych;13
71335000-5;Badania inżynieryjne;13
71340000-3;Zintegrowane usługi inżynieryjne;13
72211000-7;Usługi programowania oprogramowania systemowego i dla użytkownika;13
72212517-6;Usługi opracowywania oprogramowania informatycznego;13
72514200-3;Usługi rozbudowy systemów komputerowych;13
72514300-4;Usługi w zakresie konserwacji systemów komputerowych;13
75130000-6;Usługi administracyjne dotyczące ruchu turystycznego;13
75310000-2;Świadczenia społeczne;13
77110000-4;Usługi doraźne produkcji rolnej;13
79421100-2;Usługi nadzoru nad projektem inne niż w zakresie robot budowlanych;13
79512000-6;Centrum obsługi klienta;13
79552000-8;Usługi przetwarzania tekstu;13
79941000-2;Usługi pobierania opłat;13
79997000-9;Usługi organizowania podróży służbowych;13
80562000-1;Usługi szkolenia w dziedzinie pierwszej pomocy;13
90914000-7;Usługi sprzątania parkingów;13
03114000-3;Słoma i siano;12
03410000-7;Drewno;12
03441000-3;Rośliny ozdobne, trawy, mchy lub porosty;12
09135110-8;Niskosiarkowe oleje palne;12
09211810-2;Oleje lekkie;12
15540000-5;Produkty serowarskie;12
15982000-5;Napoje orzeźwiające;12
